Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
04.03.2015,Gemmingen,,Massenbacher Weg,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Eppingen befasst. In der Nacht zum Mittwoch hatten sich Unbekannte gewaltsam Zugang in die Räumlichkeiten einer Schule im Massenbacher Weg in Gemmingen verschafft. Im Gebäudeinneren wurden weitere Büros und andere Behältnisse aufgebrochen. Ob etwas gestohlen wurde, steht derzeit noch nicht fest. Personen, die in der Nacht zum Mittwoch im Bereich des Tatortes verdächtige Wahrnehmungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07262 6095-0 mit der Eppinger Polizei in Verbindung zu setzen."
05.03.2015,Öhringen,,Verrenberger Weg,,X,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Öhringen befasst. In der Zeit von Dienstag, 12.00 Uhr, bis Donnerstag, 12.00 Uhr, hatte es ein bislang Unbekannter auf ein Wohnhaus im Öhringer Verrenberger Weg abgesehen. Der Täter versuchte hierbei mehrere Fenster aufzuwuchten, was ihm jedoch nicht gelang. Möglicherweise wurde der Einbrecher bei seiner weiteren Tatausführung gestört und suchte unerkannt das Weite. Der angerichtete Sachschaden beläuft sich auf mehrere hundert Euro. Personen, die während des Tatzeitraumes im Bereich des Verrenberger Weges verdächtige Wahrnehmungen machen konnten oder weitere sachdienliche Hinweise geben können, werden gebeten, sich unter der Tel.Nr.: 07941 930-0 mit der Öhringer Polizei in Verbindung zu setzen."
06.03.2015,Heilbronn,,Waiblingerstraße,Einkaufsmöglichkeit,,,Bislang unbekannte Täter verschafften sich in der Nacht von Donnerstag auf Freitag Zutritt zum Treppenhaus eines Wohn- und Geschäftshauses in der Waiblingerstraße. Dort hebelten die Täter die Eingangstür zur Apotheke im EG auf und durchsuchten die Räumlichkeiten. Mit Wechselgeld in Höhe von mehreren Hundert Euro verschwanden die Täter. Hinweise über verdächtige Wahrnehmungen nimmt das Polizeirevier Heilbronn unter Telefon 07131 1042500 entgegen.
06.03.2015,Boxberg,,Unterschüpfer Straße,,X,,"Zwei bislang unbekannte Männer wurden am Freitag gegen 16.30 Uhr durch die Eigentümer eines Einfamilienhauses in der  Unterschüpfer Straße im Flur- bzw. Eingangsbereichs ihres Hauses  angetroffen. Die beiden waren zuvor ohne Wissen der Bewohner ins Haus gelangt und gaben auf Befragen an, einen Schlafplatz zu suchen. Die  beiden Männer verließen daraufhin schnell das Gebäude und fuhren in  einem weißen PKW mit ausländischem Kennzeichen davon.  Personenbeschreibung der Männer: 1. Ca. 35 Jahre, 170 cm, 3-Tage-Bart, kurze schwarze Haare, dunkle Bekleidung. 2. Ca. 30 Jahre, 170 cm, kräfte Statur, kurze schwarze Haare, trug einen auffallend langen schwarzen Mantel."
06.03.2015,Kupprichhausen,,Ahornstraße,,X,,"Um 17.14 Uhr meldete ein Anwohner in der Ahornstraße in Kupprichhausen, dass zwei ihm unbekannte Männer aus dem Nachbarwohnhaus herausgekommen und in einem weißen PKW Peugeot mit ausländischen Kennzeichen DWD 577 weggefahren seien. Seinen Beobachtungen zufolge seien die Männer zuvor zielstrebig durch einen Hintereingang ins Gebäude gelangt. Wie später bei den Hauseigentümern ermittelt werden konnte, war diesen ein Besuch weder angekündigt noch bekannt. Eine Fahndung mit mehreren Streifenwagen und unter Einsatz des Polizeihubschraubers nach dem PKW bzw. den beiden Tatverdächtigen verlief erfolglos. Hinweise über verdächtige Wahrnehmungen nimmt das Polizeirevier Tauberbischhofsheim unter Telefon 09341 810 entgegen."
09.03.2015,Heilbronn,,Stuttgarter Straße,Einkaufsmöglichkeit,,,"Auf ein Spielcasino in der Stuttgarter Straße in Heilbronn hatte es ein Unbekannter am Montag, gegen 01.30 Uhr, abgesehen. Der Täter brach die Tür der Spielothek auf, konnte so in das Innere des Gebäudes gelangen und entnahm aus der Schubladenkasse der Theke etwas Bargeld. Danach suchte der Einbrecher unerkannt das Weite. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen."
09.03.2015,Heilbronn,,Heinrieter Straße,,,,Eine Arztpraxis in der Heilbronner Heinrieter Straße war in der Nacht zum Sonntag das Ziel eines Einbrechers. Der Täter brach eine Tür auf und konnte so in das Innere der Paxis eindringen. Dort wuchtete er weitere Behältnisse auf und ließ einen geringen Bargeldbetrag mitgehen. Sachdienliche Hinweise zum Einbruch nimmt die Heilbronner Polizei unter der Tel.Nr.: 07131 104-2500 entgegen.
08.03.2015,Brackenheim,,Obertorstraße,,,,"Eine Wohnung in einem Mehrfamilienhaus in der Brackenheimer Obertorstraße war am Sonntag, in der Zeit von 15.00 Uhr bis 21.00 Uhr, das Ziel eines Unbekannten. Der Täter verschaffte sich auf noch nicht bekannte Art Zugang zu den Räumen und durchsuchte dort weitere Zimmer. Vermutlich wurde nichts gestohlen. Hinweise nimmt die Polizei Lauffen unter der Tel.Nr.: 07133 209-0 entgegen."
08.03.2015,Lauffen,,In den Herrenäckern,,,,"Ein Wohnhaus in der Lauffener Straße ""In den Herrenäckern"" war in der Zeit von Freitag, 17.30 Uhr, bis Sonntag, 16.00 Uhr, das Ziel eines Einbrechers. Der Täter wuchtete eine Tür auf und konnte so in das Innere des Gebäudes gelangen. Dort durchwühlte der Unbekannte mehrere Behältnisse. Ob etwas gestohlen wurde, steht derzeit noch nicht fest. Über die Höhe des angerichteten Sachschadens ist momentan noch nichts bekannt. Hinweise zur Tat nimmt die Lauffener Polizei unter der Tel.Nr.: 07133 209-0 entgegen."
08.03.2015,Ellhofen,,Finkenstraße,,,,"Ein Einfamilienhaus in der Ellhofener Finkenstraße war in der Zeit von Mittwoch bis Sonntag das Ziel eines Unbekannten. Der Täter verschaffte sich durch eine Tür gewaltsam Zutritt zu dem Gebäude und ließ mehrere Schmuckstücke und Münzen von noch unbekanntem Wert mitgehen. Der angerichtete Sachschaden beläuft sich auf mehrere hundert Euro. Personen, die während der betreffenden Tatzeit im Bereich der Finkenstraße verdächtige Beobachtungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07134 992-0 mit der Weinsberger Polizei in Verbindung zu setzen."
08.03.2015,Weinsberg,,Hauptstraße,Gaststätte,,,"Eine Gaststätte in der Weinsberger Hauptstraße war am Sonntag, in der Zeit von 01.50 Uhr bis 07.30 Uhr, das Ziel eines Einbrechers. Der Täter verschaffte sich gewaltsam Zutritt zu dem Lokal und brach dort eine Tür auf. Vermutlich mit Hilfe eines Winkelschleifers öffnete er den Tresor und entnahm daraus Bargeld in noch unbekannter Höhe. Personen, die am frühen Sonntagmorgen im Bereich des Tatortes verdächtige Geräusche hörten oder andere sachdienliche Wahrnehmungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07134 992-0 mit der Polizei Weinsberg in Verbindung zu setzen."
07.03.2015,Untergruppenbach,,Schloßstraße,,,,"Auf ein Wochenendhaus in der Untergruppenbacher Schloßstraße unterhalb der Burg Stettenfels, hatte es in der Zeit von Sonntag, 01. März bis Samstag, 07. März, ein bislang Unbekannter abgesehen. Der Täter verschaffte sich durch ein Fenster gewaltsam Zugang zu dem Gebäude und durchwühlte dort sämtliche Behältnisse. Der Einbrecher ließ von dort einen LED-Fernseher, eine Hifi-Anlage, einen Kaffeeautomaten, eine Digitalkamera und fünf Kettensägen im Gesamtwert von mehreren tausend Euro mitgehen. Möglicherweise wurde sogar noch mehr gestohlen. Der angerichtete Sachschaden beträgt rund 250 Euro. Wie das Diebesgut abtransportiert wurde, ist bislang nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Weinsberg unter der Tel.Nr.: 07134 992-0 entgegen."
09.03.2015,Obereisesheim,,Neckargartacher Straße,,,,"Auf eine Tankstelle in der Neckargartacher Straße in Obereisesheim hatte es in der Nacht zum Montag ein bislang Unbekannter abgesehen. Der Täter brach eine Tür auf und konnte so in das Innere des Verkaufsraumes gelangen. Offenbar hatte er es gezielt auf Tabakwaren abgesehen. Allerdings wurde der Einbrecher während seiner Tat möglicherweise gestört und suchte unerkannt das Weite. Personen, die während des Tatzeitraumes im Bereich der Neckargartacher Straße verdächtige Beobachtungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07132 9371-0 mit der Polizei Neckarsulm in Verbindung zu setzen."
09.03.2015,Bad Rappenau,,Johann-Strauß-Straße,,,,"Im Laufe des Montagvormittags warfen Unbekannte mit einer Granitplatte ein Fenster eines Wohnhauses in der Bad Rappenauer Johann-Strauß-Straße ein. Die Täter gelangten durch dieses ins Gebäudeinnere, wo sie im Schlafzimmer den kompletten Schrank ausräumten. Ob etwas gestohlen wurde, steht noch nicht fest. Da die geworfene Granitplatte nicht nur das Fenster, sondern auch noch einen teuren Glastisch traf, liegt die Höhe des angerichteten Sachschadens im vierstelligen Euro-Bereich. Hinweise auf verdächtige Personen im Bereich der Johann-Strauß-Straße in der Zeit zwischen 8:30 und 13 Uhr gehen an die Kriminalpolizei Heilbronn, Telefon 07131 104-4444."
11.03.2015,Ittlingen,,Reihener Straße,Tankstelle,,,"Auf Tabakwaren hatte es ein bislang Unbekannter am Mittwoch, in der Zeit von 02.30 Uhr bis etwa 03.00 Uhr, in Ittlingen abgesehen. Der Täter verschaffte sich zu einer Tankstelle in der Reihener Straße gewaltsam Zutritt und konnte so in das Innere des Verkaufsraumes gelangen. Aus diesem ließ er Zigaretten verschiedener Marken im Gesamtwert von mehreren tausend Euro mitgehen. Sachdienliche Hinweise nimmt die Polizei Eppingen unter der Tel.Nr.: 07262 6095-0 entgegen."
10.03.2015,Güglingen,,Heilbronner Straße,Gaststätte,,,Zwei türkische Gaststätten in der Heilbronner Straße in Güglingen wurden in der Nacht zum Dienstag von einem bislang Unbekannten heimgesucht. In beiden Fällen verschaffte sich der Täter gewaltsam Zutritt zu den Lokalen und brach dort mehrere Geldspielautomaten auf. Über die Höhe des erlangten Diebesgutes liegen bisher keine weiteren Erkenntnisse vor. Der angerichtete Sachschaden dürfte mehrere tausend Euro betragen. Sachdienliche Hinweise nimmt die Güglinger Polizei unter der Tel.Nr.: 07135 6507 entgegen.
10.03.2015,Güglingen,,Heilbronner Straße,Gaststätte,,,Zwei türkische Gaststätten in der Heilbronner Straße in Güglingen wurden in der Nacht zum Dienstag von einem bislang Unbekannten heimgesucht. In beiden Fällen verschaffte sich der Täter gewaltsam Zutritt zu den Lokalen und brach dort mehrere Geldspielautomaten auf. Über die Höhe des erlangten Diebesgutes liegen bisher keine weiteren Erkenntnisse vor. Der angerichtete Sachschaden dürfte mehrere tausend Euro betragen. Sachdienliche Hinweise nimmt die Güglinger Polizei unter der Tel.Nr.: 07135 6507 entgegen.
10.03.2015,Obersulm,Affaltrach,Meisenbergstraße,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Weinsberg befasst. Am Dienstag, in der Zeit von 17.00 Uhr bis 19.10 Uhr, verschaffte sich ein bislang Unbekannter gewaltsam Zutritt in ein Haus in der Affaltracher Meisenbergstraße. Nachdem der Einbrecher in das Innere des Gebäudes gelangt war, durchsuchte er dort sämtliche Zimmer. Vermutlich fiel ihm dabei etwas Bargeld in die Hände. Personen, welche während der betreffenden Tatzeit im Bereich der Meisenbergstraße verdächtige Beobachtungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07134 992-0 mit der Polizei Weinsberg in Verbindung zu setzen."
12.03.2015,Tauberbischofsheim,,Pestalozziallee,Einkaufsmöglichkeit,,,"Sachschaden von mehreren tausend Euro entstand bei einem Einbruch in ein Einkaufscenter in der Tauberbischofsheimer Pestalozziallee in der Nacht von Mittwoch auf Donnerstag. Zwischen 20 Uhr und 5 Uhr brachen Unbekannte zunächst ein Fenster auf und gelangten so in einen Verkaufsraum. Von hier aus durchbrachen sie eine Fertigbauwand, wodurch sie in einen weiteren Verkaufsraum kamen. Letztlich gelang ihnen noch ein weiterer Fertigwand-Durchbruch in einen Informationsstand. Von hier entwendeten sie etwa 60 Zigarettenstangen verschiedenster Marken. Die Polizei in Tauberbischofsheim, Telefon 09341 81-0, sucht Zeugen, die im Tatzeitraum verdächtige Wahrnehmungen gemacht haben."
11.03.2015,Erlenbach,,Lemberger Straße,,,,Unerwarteten Besuch erhielten die Bewohner eines Wohnhauses in der Lemberger Straße in Erlenbach. Am Mittwoch schlug ein unbekannter Täter zwischen 17:00 und 22:00 Uhr die Scheibe einer Türe im Erdgeschoss ein und drang so in das Gebäude. Im Inneren wurden diverse Schränke und Schubläden durchsucht. Der Wert des entwendeten Guts ist noch nicht genau bestimmt. Sachdienliche Hinweise nimmt die Polizei Neckarsulm unter der Telefonnummer 07132/9371-0 entgegen.
11.03.2015,Obereisesheim,,Neckargartacher Straße,Tankstelle,,,"Diebesgut in Form von Zigaretten und Tabak, sowie Bargeld entwendete ein bislang unbekannter Täter aus einer Tankstelle in Obereisesheim. Dienstag auf Mittwoch, zwischen 18:45 und 06:30 Uhr, verschaffte sich der Täter über ein Fenster gewaltsamen Zutritt zum Gebäude in der Neckargartacher Straße. Dort ging er zielgerichtet in die Räume, in denen er potentielles Diebesgut vermutete und durchwühlte Schubladen und Schränke. Der entstandene Sachschaden beläuft sich auf zirka 1000 Euro. Zeugen, die sachdienliche Hinweise geben können, werden gebeten, sich beim Polizeirevier Neckarsulm unter der Telefonnummer 07132 9371-0 zu melden."
11.03.2015,Obersulm,Affaltrach,Johanniterstraße,,,,"Ein Wohnhaus in Obersulm-Affaltrach war in der Nacht von Dienstag auf Mittwoch das Ziel unbekannter Einbrecher. Zwischen 18 Uhr und 13 Uhr des Folgetages gelangte der Unbekannte über ein aufgehebeltes Fenster im Erdgeschoss in das Innere eines Hauses in der Johanniterstraße. Dort wurden diverse Behältnisse durchwühlt und der Inhalt auf dem Boden verstreut. Die Höhe des entwendeten Diebesgutes konnte noch nicht ermittelt werden. Außerdem entstand ein Sachschaden in Höhe von mehreren tausend Euro. Zeugen, die sachdienliche Hinweise geben können, sollen sich mit dem Polizeirevier Weinsberg unter der Telefonnummer 07134 992-0 in Verbindung setzen."
13.03.2015,Werbach,,Hauptstraße,Einkaufsmöglichkeit,,,"Ein Ladengeschäft in der Werbacher Hauptstraße wurde in der Nacht zum Freitag von einem bislang Unbekannten heimgesucht. Der Täter brach die Eingangstür auf und konnte so in das Innere des Geschäftes gelangen. Vermutlich hatte es der Einbrecher zielgerichtet auf Tabakwaren abgesehen, denn er ließ Zigaretten im Gesamtwert von rund 2.000 Euro mitgehen. Der angerichtete Sachschaden ist recht gering. Personen, die in der Nacht von Donnerstag auf Freitag im Bereich der Hauptstraße verdächtige Beobachtungen machen konnten oder andere sachdienliche Hinweise geben können, werden gebeten, sich unter der Tel.Nr.: 09341 81-0 mit der Polizei Tauberbischofsheim in Verbindung zu setzen."
12.03.2015,Neckarsulm,,Kanalstraße,Gaststätte,X,,"Im Zeitraum zwischen Dienstag Abend und Donnerstag Morgen wollte ein Einbrecher in eine Gaststätte in der Neckarsulmer Kanalstraße einbrechen, indem er versuchte die Terrassentüre aufzuhebeln. Möglicherweise wurde der Täter jedoch bei der Tatausführung gestört weshalb er sein Vorhaben abbrach. Es entstand Sachschaden in Höhe von etwa 500 Euro."
11.03.2015,Obersulm,Affaltrach,,,,,"Die Abwesenheit der Hauseigentümerin nutzten Einbrecher in Affaltrach zwischen Dienstag und Mittwoch dazu, die Terrassentüre aufzuhebeln und Schmuck sowie Bargeld in geringer Höhe zu entwenden. Die Kriminalpolizei kam zur Spurensicherung vor Ort. Die Tat dürfte im Zusammenhang mit zwei weiteren Einbrüchen in Affaltrach am Dienstag stehen. Hinweise über verdächtige Personen nimmt die Kriminalpolizei Heilbronn (Tel.: 07131 104-4444) entgegen."
13.03.2015,Gemmingen,,Berwanger Straße,,,,"In ein Wohnhaus in der Berwanger Straße in Gemmingen wurde im Zeitraum von Donnerstag, 20.30 Uhr bis Freitag, 08.45 Uhr eingebrochen. Der oder die Täter versuchten scheinbar zunächst ein Fenster aufzuhebeln. Da dies nicht gelang, wurde kurzerhand die Scheibe eingeschlagen und das Fenster geöffnet. Es entstand Sachschaden von zirka 3.000 Euro. Entwendet wurde ein kleiner Tresor. Dieser Tresor konnte am Freitag Morgen, gegen 10.30 Uhr im Neckar treibend, oberhalb der Schleuse Bad Friedrichshall-Kochendorf aufgefunden werden. Hinweise über verdächtige Personen in der Berwanger Straße zur tatrelevanten Zeit oder über Unbekannte, die den Tresor ins Wasser geworfen haben, gehen an die Kriminalpolizei Heilbronn unter 07131 104-4444."
12.03.2015,Buchen,,Am Ring,,,,"Unerwarteten Besuch erhielten die Bewohner eines Wohnhauses Am Ring in Buchen. Am Donnerstag zwischen 14:15 Uhr und 19:20 Uhr gelangte ein unbekannter Täter in das Gebäudes, indem er eine Türe im Erdgeschoss aufbohrte. Im Inneren wurden diverse Schränke und Schubladen durchsucht. Der Wert der Beute ist noch nicht genau bestimmt. Sachdienliche Hinweise nimmt das Polizeirevier Buchen unter der Telefonnummer 06281 904-0 entgegen."
13.03.2015,Heilbronn,Böckingen,Im Eichenhof,,,,"Ein bislang unbekannter Täter hebelte in der Zeit zwischen Mittwoch, dem 11.03.2015, und Freitag, dem 13.03.2015, 19.00 Uhr, an einem Gebäude im Eichenhof ein Kellerfenster auf, verschafften sich so Zugang zum Haus und durchwühlten alle Räumlichkeiten. Ob etwas entwendete wurde, ist derzeit nicht bekannt. Sachdienliche Hinweise nimmt das Polizeirevier Heilbronn-Böckingen, Telefon 07131/204060, entgegen."
13.03.2015,Heilbronn,Neckargartach,Breslauer Straße,,,,"Am Freitag, dem 13.03.2015, in der Zeit zwischen 18.25 und 20.55 Uhr, ver-schaffte sich ein bislang unbekannter Täter Zugang zu einem Gebäude in der Breslauer Straße, indem er ein Fenster aufhebelte. Er durchwühlte zahlreiche Zimmer und Behältnisse und entwendete Sparbücher sowie Schmuck in noch unbekannter Höhe. Sachdienliche Hinweise nimmt das Polizeirevier Heilbronn-Böckingen, Telefon 07131/204060, entgegen."
13.03.2015,Neckarsulm,,Lenauweg,,,,"Bislang unbekannte Täter wuchteten am Freitag, dem 13.03.2015, in der Zeit zwischen 18.50 und 20.05 Uhr, an einem Zweifamilienhaus im Lenauweg ein Fenster auf, stiegen in die Wohnung ein und durchwühlten mehrere Zimmer. Über die Art und den Wert der entwendeten Gegenstände liegen noch keine Erkenntnisse vor. Sachdienliche Hinweise nimmt das Polizeirevier Neckarsulm, Telefon 07132/93710, entgegen."
13.03.2015,Erlenbach,,Gänsweide,,,,"In der Zeit zwischen Donnerstag, dem 12.03.2015, 15.00 Uhr, und Freitag, dem 13.03.2015, 08.30 Uhr, hebelten unbekannte Täter an einem Einfamilienhaus in der Gänsweide mehrere Holzfenster auf und durchwühlten mehrere Behältnisse in verschiedenen Räumlichkeiten. Über die Art und den Wert der entwendeten Gegenstände liegen noch keine Erkenntnisse vor. Sachdienliche Hinweise nimmt das Polizeirevier Neckarsulm, Telefon 07132/93710, entgegen."
13.03.2015,Obersulm,Sülzbach,,,X,,"Die Aufmerksamkeit des Hausbesitzers verhinderte einen größeren Schaden, als er am Freitag, dem 13.03.2015, gegen 19.00 Uhr, Klopfgeräusche aus dem Erdgeschoss wahrnahm. Als er nachschaute, sah er wie gerade drei männliche Personen dabei waren, ein Fenster aufzuhebeln. Nachdem er diese angesprochen hatte, ergriffen sie die Flucht. Eine sofort eingeleitete Fahndung mit mehreren Polizeistreifen führte jedoch nicht zur Ergreifung der Einbrecher. Sachdienliche Hinweise nimmt das Polizeirevier Weinsberg, Telefon 07134/9920, entgegen."
13.03.2015,Gemmingen,,Berwanger Straße,,,,"In der Nacht vom Donnerstag, dem 12.03.2015, auf Freitag, dem 13.03.2015, brachen unbekannte Täter über einen Wintergarten in ein Wohnhaus in der Berwanger Straße ein und durchsuchten mehrere Räumlichkeiten. Über das entwendete Gut liegen noch keine Erkenntnisse vor. Der Sachschaden beträgt etwa 3.000 Euro. Sachdienliche Hinweise nimmt das Polizeirevier Eppingen, Telefon 07262/60950, entgegen."
15.03.2015,Weikersheim,,Friedrichsstraße,Einkaufsmöglichkeit,,,"Am 15.03.2015, gegen 04.25 Uhr, ging ein Alarm von einer Spielothek in der Friedrichsstraße ein. Vor Ort wurde festgestellt, dass der oder die Täter über ein aufgebrochenes Fenster eingestiegen waren. Im Tresenbereich wurde eine Schublade aufgebrochen. Es wurde Bargeld in noch nicht bekannter Höhe entwendet. Der angerichtete Sachschaden beträgt ca. 300 Euro."
