Wann?,Ort,Ortsteil,Strasse,Schaden?,Privat,Firma,Gaststätte,Sonstige,Meldung,Ortsdaten  www.gpsies.com/coordinate.do
24.02.2014,Neckarsulm,,Gottlieb-Daimler-Straße,,,,x,,"Am Montagmorgen gegen 01:45 Uhr drangen unbekannte Täter in einen Imbiss in der Neckarsulmer Gottlieb-Daimler-Straße ein. Sie hebelten zunächst einen Rollladen und dann ein Fenster auf der Hofseite des Restaurants auf und entwendeten im Gastraum Münz- und Scheingeld aus zwei Geldspielautomaten in noch unbekannter Höhe. Der Sachschaden allein an den Automaten beträgt zirka 600 Euro. Sachdienliche Hinweise nimmt die Polizei in Neckarsulm, Telefon: 07132 9371-0, entgegen.",
24.02.2014,Neuenstadt,,Benzstraße,,,x,,,"Aus einer sich im Rohbau befindenden Kfz-Werkstatt entwendeten unbekannte Täter in der Zeit zwischen Samstag, 14.30 Uhr, und Montag, 6.50 Uhr, mehrere Elektrowerkzeuge. Der Rohbau befindet sich in der Benzstraße in Neuenstadt und war mit einer Metalltüre gesichert, die von den Tätern aufgehebelt wurde. Es entstand Sachschaden von ungefähr 300 Euro und Diebstahlschaden von rund 900 Euro. Zeugenhinweise nimmt die Polizei in Neuenstadt unter der Telefonnummer: 07139 4710-0 entgegen.",
25.02.2014,Heilbronn,Sontheim,Lutzstraße,,x,,,,"Unbekannte Täter versuchten in der Zeit von Samstagmorgen 08:00 Uhr und Dienstagmittag 12:30 Uhr in eine Wohnung in der Sontheimer Lutzstraße einzubrechen. Sie hebelten mehrfach an der Terrassentür, konnten jedoch nicht in die Wohnung gelangen. Sie verursachten Sachschaden von rund 400 Euro. Die Anwohner gehen davon aus, dass die Täter höchstwahrscheinlich in deren Abwesenheit am Samstag versucht haben, zuzuschlagen. Zeugenhinweise nimmt die Polizei in Heilbronn-Sontheim, Telefon: 07131 253093, entgegen.",
26.02.2014,Heilbronn,Sontheim,Lutzstraße,,x,,,,"Unbekannte Täter versuchten laut Polizei in der Zeit von Samstagmorgen 8 Uhr und Dienstagmittag 12:30 Uhr in eine Wohnung in der Sontheimer Lutzstraße einzubrechen. Sie hebelten mehrfach an der Terrassentür, konnten jedoch nicht in die Wohnung gelangen. Sie verursachten Sachschaden von rund 400 Euro. Die Anwohner gehen davon aus, dass die Täter höchstwahrscheinlich in deren Abwesenheit am Samstag versucht haben, zuzuschlagen. Zeugenhinweise nimmt die Polizei in Heilbronn-Sontheim, Telefon: 07131 253093, entgegen.",
26.02.2014,Neckarwestheim,,Vogelstraße,,x,,,,"In der Zeit von Sonntagabend 23:30 und Montagmorgen 10 Uhr gelangten Diebe in einen Keller sowie einen Tiefgaragenstellplatz in der Neckarwestheimer Vogelsangstraße. Hier entwendeten sie nicht nur einen Satz Audi-Kompletträder und einen PC, sondern auch mehrere Deodorant Sprühdosen. Sie verursachten Diebstahlschaden von etwa 1.000 Euro. Sachdienliche Angaben nimmt die Polizei in Lauffen, Telefon: 07133 209-0, entgegen.",
27.02.2014,Heilbronn,,Innsbrucker Straße,,x,,,,"Beim Aufbrechen ihrer Wohnungstüre ertappte am Mittwoch in Heilbronn eine 30-jährige Frau zwei bislang unbekannte Einbrecher, worauf diese die Flucht ergriffen. Gegen 11.25 Uhr läutete es mehrfach an der Wohnungstüre im dritten Stock des Mehrfamilienhauses in der Innsbrucker Straße. Die 30-Jährige, die zu dieser Zeit zuhause war, ignorierte das Läuten, hörte aber wenige Minuten später seltsame Geräusche an der Tür. Nachdem sie durch den Türspion niemand erkannte, öffnete sie die Türe und stellte zwei Männer fest. Einer der beiden kniete vor der Eingangstüre und war vermutlich gerade dabei, am Schloss zu manipulieren. Der andere stand daneben. Die beiden mutmaßlichen Einbrecher ergriffen sofort die Flucht und rannten davon. Eine Sofortfahndung der Polizei blieb ohne Erfolg.Der kniende Täter soll etwa 22-35 Jahre alt und mindestens 1,85 Meter groß sein. Er hat eine muskulöse, sportliche Figur und trug eine dunkle Jogging-Jacke und eine Baseballmütze. Zeugen werden gebeten, sich bei der Heilbronner Polizei unter Telefon 07131 104-2500 zu melden.",
27.02.2014,Öhringen,,Rathausstraße,,,x,,,"Ein Einbrecher versuchte sich vermutlich am vergangenen Wochenende Zutritt in ein Geschäft in der Öhringer Rathausstraße zu verschaffen. Wahrscheinlich versuchte der Unbekannte eine Glasschiebetüre aufzudrücken und so in die Räumlichkeiten zu gelangen. Diese hielt jedoch Stand, sodass der Einbrecher nicht ins Gebäude gelangte. Hinweise nimmt die Öhringer Polizei unter Telefon 07941 930-0 entgegen.",
28.02.2014,Heilbronn,,Olgastraße,,x,,,,"Am Donnerstagabend, zwischen 19.30 Uhr und 22.30 Uhr, drangen bislang unbekannte Täter in eine Wohnung in der Heilbronner Olgastraße ein. Zunächst verschafften sie sich Zugang zum Treppenhaus eines Mehrfamiliengebäudes. Gewaltsam drangen sie von dort aus in eine Mietwohnung ein und durchsuchten die Räume. Sie fanden zwei Laptops der Marken Apple und HP sowie Bargeld und Schmuck. Hinweise nimmt die Polizei Heilbronn unter Telefon 07131 104 2500 entgegen.",
05.03.2014,Bad Rappenau,,Raiffeisenstraße,,,,x,,"Ein Vereinsgebäude in der Bad Rappenauer Raiffeisenstraße war in der Nacht zum Montag erneut das Ziel eines unbekannten Einbrechers. Nachdem sich der Täter gewaltsam Zutritt zu dem Gebäude verschafft hatte, ließ er von dort etwas Bargeld mitgehen. Der angerichtete Sachschaden beläuft sich auf mehrere hundert Euro. Sachdienliche Hinweise nimmt die Polizei Bad Rappenau unter Telefon 07264 9590-0 entgegen.",
05.03.2014,Gemmingen,Stebbach,,,x,,,,Nach einem Einbruch in ein Wohnhaus am vergangenen Wochenende in Gemmingen-Stebbach sucht die Eppinger Polizei Zeugen. Zwischen Freitag und Montag brach ein bislang unbekannter Täter ein Fenster am Gebäude auf und gelangte so ins Innere. Dort durchstöberte dieser sämtliche Schränke und Schubladen. Aus der Wohnung nahm er einen Flat-Screen Fernseher sowie ein Besteckset aus Silber und etwas Schmuck mit. Der Wert des Diebesgutes kann bislang nicht beziffert werden. Zeugenhinweise werden erbeten an die Eppinger Polizei unter Telefon 07262-60950.,
05.03.2014,Heilbronn,,Rosenbergstraße,,x,,,,"Am Dienstag waren Einbrecher in einem Mehrfamilienhaus in der Heilbronner Rosenbergstraße aktiv. In der Zeit zwischen 8.30 und 18.30 Uhr drangen sie gewaltsam in eine Wohnung im zweiten Obergeschoss ein und durchsuchten alle Zimmer. Offenbar verließen sie den Tatort ohne Beute. Wer im Tatzeitraum etwas Verdächtiges im Bereich der Rosenbergstraße bemerkt hat, wird gebeten, sich bei der Polizei in Heilbronn, Telefon 07131 104 2500, zu melden.",
12.03.2014,Erlenbach,,Heilbronner Weg,,,x,,,,
13.03.2014,Heilbronn,,Werderstraße,,x,,,,"Auf eine Wohnung in der Heilbronner Werderstraße hatte es ein Unbekannter am Mittwoch in der Zeit zwischen 07.00 Uhr und 17.00 Uhr abgesehen. Während dieses Zeitraumes versuchte der Täter mit körperlicher Gewalt eine Wohnungstür aufzubrechen, was ihm jedoch nicht gelang. Die Holztür wurde dabei jedoch stark beschädigt. Über die Höhe des angerichteten Sachschaden liegen bisher keine weiteren Informationen vor. Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen.",
13.03.2014,Kupferzell,,Gerberstraße,,x,,,,Ein Schnell-Restaurant in der Kupferzeller Gerberstraße war am Mittwoch in der Zeit von 00.30 Uhr bis 09.45 Uhr das Ziel eines bislang Unbekannten. Der Täter drang durch eine Tür in das Restaurant ein und suchte offenbar gezielt nach Bargeld. Außer einem Sparschwein mit etwas Bargeld konnte der Einbrecher jedoch keine Beute machen. Der angerichtete Sachschaden beläuft sich auf mehrere hundert Euro. Hinweise nimmt die Polizei Künzelsau unter der Tel.Nr.: 07940 940-0 entgegen.,
14.03.2014,Heilbronn,,Pfühlstraße,,x,,,,"Die Abwesenheit der Bewohner nutzte ein bislang Unbekannter aus, um am Donnerstag, in der Zeit zwischen 13.20 Uhr und 15.45 Uhr, in eine Wohnung in der Heilbronner Pfühlstraße einzubrechen. Der Täter hatte ein Fenster gewaltsam geöffnet und konnte so die Räume betreten. Vermutlich wurde nur ein I-Pad gestohlen. Die Höhe des angerichteten Sachschadens ist bislang noch nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen.",
17.03.2014,Eppingen,,Eisenbahnstraße,,,x,,,"Auf ein Geschäft in der Eppingen Eisenbahnstraße hatte es ein Unbekannter in der Nacht zum Sonntag abgesehen. Der Täter hatte offenbar ein Fenster aufgedrückt und konnte so in das Innere des Gebäudes gelangen. Dort wurden sämtliche Räume und Behältnisse durchsucht, wobei dem Einbrecher etwa 200 Euro Bargeld in die Hände fielen. Sachdienliche Hinweise nimmt die Polizei Eppingen unter der Telefonnummer 07262 60950 entgegen.",
17.03.2014,Heilbronn,,Pestalozzistraße,,x,,,,"Auf eine Wohnung in der Heilbronner Pestalozzistraße hatte es ein bislang Unbekannter in der Zeit zwischen Mittwoch, 12. März und Sonntag, 16. März abgesehen. Der Täter hatte die Abwesenheit der Bewohnerin ausgenutzt, um gewaltsam in deren Wohnung einzudringen. Vermutlich ließ der Einbrecher ein Schmuckstück mitgehen. Ob noch weitere Gegenstände gestohlen wurden, steht bislang nicht fest. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Telefonnummer 07131 104-2500 entgegen.",
18.03.2014,Neckarsulm,,Harzstraße,,x,,,Kindergarten,"Der Kindergarten in der Neckarsulmer Harzstraße war in der Zeit von Freitag, 16.30 Uhr, bis Montag, 07.30 Uhr, das Ziel eines bislang noch Unbekannten. Der Täter hatte ein Fenster aufgehebelt und konnte so in das Innere des Gebäudes gelangen. Dort wurden mehrere Räume und Behältnisse durchsucht. Insgesamt fiel dem Einbrecher Bargeld in noch unbekannter Höhe in die Hände. Der angerichtete Sachschaden dürfte bei rund 3.000 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132 9371-0 entgegen.",
18.03.2014,Nordheim,,Hauptstraße,,x,,,,"Bei ihrer Arbeit gestört wurden am frühen Dienstagmorgen offenbar vier bislang unbekannte Einbrecher in der Hauptstraße in Nordheim. Um kurz vor 2 Uhr hatten sie vergeblich versucht, Türen und Fenster eines Bistros aufzuwuchten und waren hierbei beobachtet worden. Den Tätern gelang vor Eintreffen der Polizei zu Fuß die Flucht. Zurück blieb ein Sachschaden in Höhe von circa 1000 Euro. Sachdienliche Zeugenhinweise nimmt die Polizei in Lauffen unter der Telefonnummer 07133 2090 gerne entgegen.",
19.03.2014,Eppingen,,Eisenbahnstraße,,,x,,,"Ohne Diebesgut floh gegen 2:50 Uhr in der Nacht auf Mittwoch ein bislang unbekannter Einbrecher, der versucht hatte in ein Sportstudio in der Eppinger Eisenbahnstraße einzubrechen. Der Unbekannte hatte an der Rückseite des Gebäudes einen Rollladen hochgeschoben, das darunterliegende Fenster aufgehebelt und war in das Gebäude eingestiegen. Als er dort eine Türe öffnete, nahm die Alarmanlage ihren lautstarken Betrieb auf. Der offensichtlich beeindruckte Einsteiger suchte daraufhin schnell das Weite. Sachdienliche Zeugenhinweise nimmt die Polizei in Eppingen unter der Telefonnummer 07262 6095-0 entgegen.",
19.03.2014,Kirchensall,,Schützenhaus,,,,x,,"In das Vereinsheim des Schützenvereins Kirchensall brachen in der Zeit zwischen Montag, 20 Uhr, und Dienstagabend, 18 Uhr, unbekannte Täter ein. Sie hebelten ein Fenster zum Gastraum auf und gelangten so ins Gebäudeinnere. Dort durchsuchten sie zunächst die Schränke im Thekenbereich und nahmen von dort einen Geldbeutel mit wenig Bargeld mit. Die Stahltür zu einem weiteren Raum überwanden die Täter ebenfalls mit Brachialgewalt und erbeuteten dort ein Sparschwein mit Spendengeld. Waffen und Munition fanden nicht das Interesse der Einbrecher und wurden nicht entwendet. Der Sachschaden übertrifft mit etwa 5.000 Euro den Wert der Beute um ein Vielfaches. Personen, denen in der Tatnacht im Bereich des Schützenhauses in der Hauptstraße etwas Verdächtiges aufgefallen ist, sollten sich bei der Öhringer Polizei, Telefon 07941 9300, melden.",
20.03.2014,Lauffen,,Körnerstraße,,,,x,,"Ein türkischer Imbiss in der Lauffener Körnerstraße war am Mittwoch, in der Zeit von 1 Uhr bis 7 Uhr, das Ziel eines Unbekannten. Der Täter hatte die Eingangstür des Gastraumes aufgewuchtet und konnte so in das Innere des Gebäudes gelangen. Dort wurden drei Geldspielautomaten aufgebrochen und das darin befindliche Bargeld gestohlen. Der angerichtete Sachschaden dürfte bei mindestens 5.000 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Lauffen unter der Telefonnummer 07133 209-0 entgegen.",
21.03.2014,Heilbronn,,Allee,,,,x,,"In das Lager einer Gaststätte in der Heilbronner Allee stiegen vermutlich zwischen Dienstag und Donnerstag Unbekannte ein. Die Eindringlinge hatten sich vermutlich über ein Oberlichtfenster Einlass verschafft. Nachdem sie die Räume durchsucht hatten, erbeuteten sie schließlich drei Geldtaschen mit Bargeld. Wer im Tatzeitraum verdächtige Wahrnehmungen gemacht hat, sollte sich bei der Polizei in Heilbronn, Telefon 07131 104 2500, melden.",
22.03.2014,Eberstadt,,Turmstraße,,x,,,,"Unbekannte Täter sind am Freitag, 21. März, in der Zeit zwischen 18.45 und 21.25 Uhr in der Turmstraße in ein Einfamilienhaus eingebrochen. Laut Polizei sind sie über das frei zugängliche Grundstück auf den Balkon gelangt und hebelten mit einem Werkezeug, vermutlich einem größeren Schraubenzieher oder einem kleinen Stemmeisen, die Balkontüre auf. Im Inneren fanden sie zunächst eine Geldbörse und darin einen dreistelligen Bargeldbetrag. In den Büroräumlichkeiten im Obergeschoss entwenden sie eine Münzsammlung mit einem Wert im vierstelligen Bereich. Es handelt sich dabei hauptsächlich um Silbermünzen und Medaillen. Der Sachschaden beläuft sich auf etwa 1000 Euro. Sachdienliche Hinweise nimmt das Polizeirevier Weinsberg unter Tel.: 07134/9920 entgegen.",
23.03.2014,Bad Rappenau,,Schwalbenstraße,,x,,,,"Mit der Bearbeitung eines Einbruchs sind derzeit die Beamten der Bad Rappenauer Polizei beschäftigt. So wurde in der Nacht zum Sonntag das Fenster eines Hauses in der Schwalbenstraße aufgebrochen, wodurch der Täter in das Innere des Gebäudes gelangen konnte. Dort wurden sämtliche Schubladen und Schränke durchwühlt. Ob etwas gestohlen wurde, steht bisher noch nicht fest. Der angerichtete Sachschaden ist laut Polizei relativ gering. Hinweise nimmt die Polizei Bad Rappenau unter Telefon 07264 9590-0 entgegen.",
23.03.2014,Öhringen,,Pfaffenmühlenweg,,,,x,,"In der Nacht von Freitag auf Samstag wurde laut Polizei in einen Kiosk im Pfaffenmühlweg eingebrochen. Der Kiosk befindet sich in der Halle Hohenlohe. Vermutlich hatten der oder die Täter bereits während der regulären Öffnungszeiten der Halle einen Sicherungsstift am Fenster entfernt, um dann zu einem späteren Zeitpunkt einzusteigen. So weit bekannt, wurden mehrere Getränkekisten entwendet. Hinweise an das Polizeirevier Öhringen, Telefon 07941/9300.",
24.03.2014,Untergruppenbach,,Siegfried-Levi-Straße,,,x,,,"Ein Getränkemarkt in der Untergruppenbacher Siegfried-Levi-Straße wurde am Montagmorgen gegen 4 Uhr von einem Einbrecher heimgesucht. Der Täter war laut Polizeibericht über eine aufgebrochene Türe in den Verkaufsraum gelangt. Ein Anwohner hatte verdächtige Geräusche vernommen und die Polizei verständigt. Trotz einer sofort eingeleiteten Fahndung gelang dem Einbrecher die Flucht. Ob etwas gestohlen wurde, ist bisher noch nicht bekannt, ebenso stand die Höhe des angerichteten Sachschadens zunächst nicht fest. Hinweise nimmt die Polizei Weinsberg unter Telefon 07134 992-0 entgegen.",
25.03.2014,Cleebron,,Treffentrill,,,,,Freizeitpark,"Der Verwaltungsbau eines Freizeitparkes in Cleebronn-Treffentrill war in der Zeit von Freitag bis Sonntag, das Ziel eines bislang Unbekannten. Nachdem der Täter gewaltsam in das Gebäude eingedrungen war, brach er im Innern mehrere Türen auf und öffnete sämtliche Behältnisse. Nach dem bisherigen Kenntnisstand wurde nichts gestohlen. Hinweise nimmt die Polizei Brackenheim unter Telefon 07135 6096 entgegen.",
27.03.2014,Öhringen,,Zeilbaumweg,40000,,,,Reifenlager,"Ein Reifenlager im Öhringer Zeilbaumweg war in der Zeit von Donnerstag, 27. März, bis Dienstag, 14.15 Uhr, das Ziel von bislang unbekannten Dieben. Vermutlich mehrere Täter hatten dort zunächst eine Tür aufgebrochen und stahlen wahrscheinlich zielgerichtet Reifen für Lkw-Anhänger. Sage und schreibe 170 Reifen im Gesamtwert von knapp 40.000 Euro wurden aus dem Gebäude gerollt und verladen. Hinweise zu den Tätern oder dem Verbleib der immensen Reifenmenge nimmt die Polizei Öhringen unter der Tel.Nr.: 07941 930-0 entgegen.",
27.03.2014,Heilbronn,,Kirchbrunnenstraße,,,x,,,"Am frühen Mittwochmorgen bemerkte der Zulieferer einer Bäckerei in der Heilbronner Kirchbrunnenstraße, dass Unbekannte in das Geschäft eingedrungen waren. Die Täter hatten in der Zeit zwischen Dienstagabend, 19.30 Uhr, und Mittwoch, 5.15 Uhr, die Tür aufgebrochen und anschließend die Innenräume durchsucht. Sach- und Diebstahlschaden müssen noch ermittelt werden. Hinweise zu der Tat nimmt die Polizei in Heilbronn, Telefon 07131 104 2500, entgegen.",
27.03.2014,Neuenstadt,,Wilhelm-Maybach-Straße,,,x,,,"In der Zeit zwischen Samstagmittag und Mittwochmorgen wollte ein Unbekannter in den Lagerraum einer Firma in der Neuenstadter Wilhelm-Maybach-Straße einbrechen. Hierzu versuchte er die Brandschutztür der Halle aufzuhebeln. Diese hielt jedoch den Bemühungen des Täters stand. Es entstand dennoch ein Sachschaden in Höhe von 500 Euro. Hinweise zu dem geplanten Einbruch nimmt die Polizei in Neuenstadt, Telefon 07139 47100, entgegen.",
28.03.2014,Bad Friedrichshall,,Yorkstraße,,x,,,,"In Bad Friedrichshall war in der Zeit zwischen Mittwoch, 10 Uhr, und Donnerstagmorgen ein Einbrecher unterwegs. Er versuchte durch ein zuvor aufgehebeltes Fenster im Untergeschoss eines Wohnhauses in der Yorkstraße in die Innenräume zu gelangen. Sein Vorhaben scheiterte jedoch. Möglicherweise haben Passanten die Aktivitäten des Unbekannten bemerkt oder können Angaben machen. Die Polizei nimmt Hinweise zu der Tat unter der Telefonnummer 07136 98030 entgegen.",
29.03.2014,Bad Friedrichshall,Kochendorf,Bergrat-Bilfinger-Straße,,,x,,,"Äußerst hartnäckig hat ein Unbekannter am vergangenen Wochenende in Bad Friedrichshall-Kochendorf sein kriminelles Vorhaben verfolgt. In der Zeit zwischen Samstag, 19 Uhr, und Montag, 6.40 Uhr, suchte er einen Baustoffhandel in der Bergrat-Bilfinger-Straße heim. Er versuchte dort zunächst eine gemauerte Außenwand aufzubrechen, was ihm jedoch nicht gelang. Stattdessen kletterte er nun auf das Dach und gelangte über ein zuvor zertrümmertes Oberlicht ins Innere des Firmengebäudes. Hier schlug er eine weitere Glasscheibe ein und kam so schließlich in einen weiteren Raum. Der Täter öffnete nun gewaltsam einen vorgefundenen Tresor und entnahm das darin deponierte Bargeld. Schließlich flüchtete er über den Verkaufsraum. Der bei der Tat entstandene Sach- und Diebstahlschaden ist fünfstellig. Wer im Tatzeitraum etwas Verdächtiges im Bereich der geschädigten Baustofffirma bemerkt hat, sollte sich mit der Polizei in Bad Friedrichshall, Telefon 07136 98030, in Verbindung setzen.",
30.03.2014,Brackenheim,,Fleiner Straße,,x,,,,"Einen Sachschaden von mehreren hundert Euro hinterließen Einbrecher in der Zeit von Sonntag, 20 Uhr, bis Montag, 6.45 Uhr, in einem Firmengebäude in der Fleiner Straße in Brackenheim. Sie hebelten ein Fenster auf und gelangten so in die Räumlichkeiten. Dort brachen sie die Spinde der Mitarbeiter auf. Möglicherweise wurden sie dann aber durch den Hund des Firmeninhabers in ihrem weiteren Vorhaben gebremst und flüchteten ohne Beute. Hinweise zu der Tat nimmt die Polizei in Brackenheim, Telefon 07135 6096, entgegen.",
31.03.2014,Heilbronn,,Mozartstraße,,x,,,,"Auf ein Mehrfamilienhaus in der Heilbronner Mozartstraße hatte es in der Nacht zum Sonntag ein bislang Unbekannter abgesehen. Der Täter brach zunächst die Eingangstür auf und gelangte danach über das Treppenhaus an eine Wohnungstür im Erdgeschoss. Nachdem diese ebenfalls gewaltsam geöffnet worden war, durchwühlte der Einbrecher in der Wohnung sämtliche Schränke und andere Behältnisse. Ob etwas gestohlen wurde, steht bisher noch nicht fest.  Hinweise nimmt die Polizei Heilbronn unter Telefon 07131 104-2500 entgegen.",
31.03.2014,Heilbronn,,Gymnasiumstraße,,x,,,,"Mit der Aufklärung eines Einbruchs sind derzeit die Beamten des Heilbronner Polizeireviers befasst. Ein bislang Unbekannter gelangte am Montag, in der Zeit von 08.00 Uhr bis 14.00 Uhr auf nicht bekannte Weise in das Treppenhaus eines Mehrfamilienhauses in der Heilbronner Gymnasiumstraße und machte sich anschließend an einer Wohnungstür zu schaffen. Ohne die Tür zu öffnen ließ der Täter von seinem weiteren Vorhaben ab und verschwand unerkannt. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen.",
01.04.2014,Heilbronn,,Goethestraße,,,,,Kirchengemeinde,Auch die Räumlichkeiten einer Kirchengemeinde waren in derselben Nacht das Ziel eines bislang unbekannten Einbrechers. Über ein gewaltsam geöffnetes Fenster gelangte der Täter in das Gebäude in der Heilbronner Goethestraße. Um an einen Tresor zu gelangen zerstörte der Langfinger einen Einbauschrank. Der Tresor wurde ebenfalls aus seiner Verankerung gerissen und umgeworfen. Öffnen konnte der Täter diesen aber nicht. Ob etwas gestohlen wurde ist bislang nicht bekannt. In beiden Fällen melden sich Zeugen bitte bei der Heilbronner Polizei unter Telefon 07131 104-2500.,
01.04.2014,Heilbronn,,Pfühlstraße,,x,,,,"Eine Spiegelreflexkamera sowie mehrere Notebooks entwendete ein bislang unbekannter Täter bei einem Wohnungseinbruch in der Heilbronner Pfühlstraße. Vermutlich in der Zeit zwischen Montagabend 21.30 Uhr und Dienstagmorgen 8.15 Uhr versuchte der Einbrecher zunächst zwei Türen in einem Mehrfamilienhaus aufzubrechen, was aber misslang. Letztendlich gelangte er über ein gekipptes Toilettenfenster in die Wohnung und durchwühlte dort sämtliches Inventar, aus denen er die Gegenstände entwendete. Der Sachschaden kann derzeit noch nicht beziffert werden.",
01.04.2014,Niedernhall,,Schulstraße,,x,,,,"Auf ein Mehrfamilienhaus in der Niedernhaller Schulstraße hatte es in der Nacht zum Dienstag ein bislang Unbekannter abgesehen. Der Täter hatte versucht die Außentür aufzubrechen, was jedoch misslang. Die Höhe des angerichteten Sachschadens ist nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Niedernhall unter der Tel.Nr.: 07940 8294 entgegen.",
02.04.2014,Offenau,,Hauptstraße,,,x,,Bäckerei,"Auf einen Discounter in der Bad Friedrichshall-Jagstfelder Heuchlinger Straße, hatte es in der Nacht zum Mittwoch ein bislang Unbekannter abgesehen. Der Täter hatte eine Tür aufgehebelt und konnte so in den Bereich eines Bäckereiverkaufsraumes eindringen. Aus einer Kasse ließ er etwas Bargeld mitgehen. Der angerichtete Sachschaden beläuft sich auf mehrere hundert Euro. In der gleichen Nacht wurde eine Bäckerei in der Offenauer Hauptstraße von einem Einbrecher heimgesucht. Auch hier hatte der Täter eine Tür aufgebrochen. Vermutlich wurde er bei seiner Tat gestört und flüchtete unerkannt. Gestohlen wurde nichts. Sachdienliche Hinweise nimmt die Polizei Bad Friedrichshall unter der Tel.Nr.: 07136 9803-0 entgegen.",
02.04.2014,Bad Friedrichshall,Jagstfeld,Heuchlinger Straße,,,x,,Discounter,"Auf einen Discounter in der Bad Friedrichshall-Jagstfelder Heuchlinger Straße, hatte es in der Nacht zum Mittwoch ein bislang Unbekannter abgesehen. Der Täter hatte eine Tür aufgehebelt und konnte so in den Bereich eines Bäckereiverkaufsraumes eindringen. Aus einer Kasse ließ er etwas Bargeld mitgehen. Der angerichtete Sachschaden beläuft sich auf mehrere hundert Euro. In der gleichen Nacht wurde eine Bäckerei in der Offenauer Hauptstraße von einem Einbrecher heimgesucht. Auch hier hatte der Täter eine Tür aufgebrochen. Vermutlich wurde er bei seiner Tat gestört und flüchtete unerkannt. Gestohlen wurde nichts. Sachdienliche Hinweise nimmt die Polizei Bad Friedrichshall unter der Tel.Nr.: 07136 9803-0 entgegen.",
02.04.2014,Heilbronn,,Gartenstraße,,x,,,,"In eine Wohnung in der Heilbronner Gartenstraße zu gelangen, versuchte ein bislang unbekannter Einbrecher am Mittwoch in Heilbronn. Gegen 21.20 Uhr kam der Bewohner der im ersten Obergeschoss eines Mehrfamilienhauses gelegenen Wohnung zurück. Er stellte fest, dass seine Wohnungstüre beschädigt wurde und alarmierte die Polizei. In die Räumlichkeiten gelangte der Täter glücklicherweise nicht, hinterließ aber Sachschaden in noch unbekannter Höhe. Zeugen melden sich bitte bei der Heilbronner Polizei unter Telefon 07131 104-2500.",
02.04.2014,Offenau,,Hauptstraße,,,x,,,Am Mittwochmorgen suchte ein bislang unbekannter Einbrecher gegen 02:10 Uhr eine Bäckerei in der Hauptstraße in Offenau heim. Offensichtlich war er nach dem Aufbrechen einer Seiteneingangstüre gestört worden und ließ von seinem Vorhaben ab. Sachdienliche Zeugenhinweise nimmt die Polizei in Neckarsulm unter der Telefonnummer: 07132 9371-0 entgegen.,
03.04.2014,Erlenbach,,Ruländerstraße,,x,,,,"Mit der Bearbeitung eines Einbruchsdeliktes sind derzeit die Beamten der Neckarsulmer Polizeirevier beschäftigt. Ein Unbekannter war am Donnerstag, in der Zeit von 08.00 Uhr bis 17.00 Uhr, auf bislang ungeklärte Weise in die Wohnung eines Mehrfamilienhauses in der Erlenbacher Ruländerstraße eingedrungen. Sämtliche Schränke und Behältnisse wurden durchwühlt. Dem Einbrecher fiel dabei Bargeld in noch unbekannter Höhe, Schmuck und drei Tablet-PCs in die Hände. Sachdienliche Hinweise nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132 9371-0 entgegen.",
06.04.2014,Heilbronn,,Charlottenstraße,,,,,Schule,"Auf den im Schulhof aufgestellten Container, in der Heilbronner Charlottenstraße, hatte es ein Unbekannter am Sonntag, in der Zeit von 17.30 Uhr bis 21.00 Uhr, abgesehen. Nachdem der Täter den Container gewaltsam geöffnet hatte, ließ er einen Hüpfstand, einen Handball, zwei oder drei Fußbälle und ein Boccia-Spiel im Gesamtwert von etwa 200 Euro mitgehen. Die Höhe des angeri hteten Sachschadens ist nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.N r.: 07131 104-2500 entgegen.",
06.04.2014,Brackenheim,Meimsheim,Obere Sehellenmühle,,,x,,,"Auf die Teichanlage in Brackenheim-Meimsheim , Straße ""Obere Sehellenmühle "", hatte es in der Zeit von Samstag, 16.30 Uhr bis Sonntag, 18.30 Uhr, ein bislang Unbekannter abgesehen. Der Täter hatte den dortigen Zaun aufgeschnitten und eine der beiden Hütten durchsucht. Vermutlich wurde daraus nichts gestohlen. Aus einem der drei Teiche fischte der Eindringling mit einem nicht bekannten Hilfsmittel etwa 100 Forellen im Gesamtwert von mehreren hundert Euro heraus. Sachdienliche Hinweise nimmt die Polizei Brackenheim unter der Tel.Nr.: 07135 6096 entgegen.",
