Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
21.11.2014,Bad-Friedrichshall,Untergriesheim,Neue Straße,Firmengebäude,,,"In der Zeit vom Donnerstag 20.11.2014, 19.45 Uhr bis Freitag morgen 21.11.2014, 06.45 Uhr drangen bislang unbekannte Täter in das Betriebsgelände einer Autoverwertung in der Neuen Straße ein. Hierzu durchschnitten sie den Zaun, der das Gelände umgab und zerstörten auf dem Betriebshof drei Bewegungsmelder bzw. setzten diese außer Funktion. Danach schlugen sie eine Glastüre ein und gelangten so in die Büroräumlichkeiten. Im Gebäude wurden mehrere unverschlossene Behältnisse durchsucht. Im weiteren Verlauf entdeckten die Täter einen kleineren Tresor, den sie mit einem Schweißbrenner öffneten. Im Tresor wurden Fahrzeugschlüssel und diverse Papiere aufbewahrt, welche die Täter jedoch vor Ort zurückließen. Insgesamt richteten die Unbekannten einen Schaden von ca. 3000 Euro an. Zeugen, die verdächtige Wahrnehmungen gemacht haben, werden gebeten sich beim Polizeirevier Neckarsulm unter Telefon 07132/93710 zu melden."
21.11.2014,Bad Wimpfen,,Turmgasse,,,,"In der Zeit zwischen Donnerstag 20.11.2014, 23.15 Uhr bis Freitag 21.11.2014 06.00 Uhr brachen unbekannte Täter in ein Wohnobjekt in der Turmgasse ein. Der Einbrecher drückte wohl ein nicht verschlossenes Oberlicht auf und gelangt so in das dahinter liegende Badezimmer. Vom Badezimmer gelangte der Täter in die dahinterliegende Diele und entwendete dort aus der Handtasche, welche an der dortigen Garderobe hing den Beldbeutel mit diversen Aus-weisen und Bankkarte, sowie einem zweistelligen Bargeldbetrag. Anschließend verließ der Täter wohl über das zuvor geöffnete Badezimmerfenster wieder die Wohnung. Sowohl die Ge-schädigte als auch ihr Sohn schliefen im 1. Und 2. OG, jedoch wurden sie durch den leisen Einbrecher nicht geweckt. Sachdienliche Hinweise nimmt das Polizeirevier Neckarsulm unter Telefon 07132/93710 entgegen."
21.12.2014,Ilsfeld ,,Simensstraße,,,,"Eine böse Überraschung erlebten am Sonntagnachmittag die Bewohner eines Wohnhauses in der Ilsfelder Simensstraße. Sie hatten das Gebäude gegen 12:00 Uhr verlassen und mussten bei ihrere Rückkehr um 18:00 Uhr feststellen, dass sich Unbekannte auf der Suche nach Beute zu mehreren Räumen gewaltsam Zugang verschafft hatten. Hiebei entstand erheblicher Sachschaden. Warum die Täter nichts mitnahmen ist bis bislang unklar. Zeugenhinweise nimmt die Kriminalpolizei Heilbronn unter der Telefonnummer 07131 104-4444 entgegen."
21.12.2014,Eppingen,,Johann-Strauß-Straße,,,,"Die Kriminalpolizei Heilbronn sucht unter der Telefonnummer 07131 104-4444 Zeugen, die Hinweise zu einem Einbruch am Sonntag in Eppingen geben können. Zwischen 18:00 und 19:00 Uhr brachen Unbekannte in ein Einfamilienhaus in der Johann-Strauß-Straße ein. Die Täter durchsuchten das gesamte Gebäude und endwendeten Schmuck und Bargeld in vierstelliger Höhe."
21.12.2014,Beilstein,,Hauptstraße,Gaststätte,,,Zu einem Einbruch in eine Gaststätte in der Beilsteiner Hauptstraße kam es am frühen Sonntagmorgen. Gegen 05:10 Uhr brachen Unbekannte in die Spotbar ein und brachen zwei Spielautomaten auf. Dabei entstand ein Sachschaden in noch unbekannter Höhe. Zeugenhinweise nimmt das Polizeirevier Weinsberg unter der Telefonnummer 07134 992-0 entgegen.
21.12.2014,Obersulm ,Sülzbach,In den Mühlwiesen,Firmengebäude,,,"2000 Euro Sachschaden und Diebesgut in bislang unbekannter Höhe sind das traurige Ergebnis eines Einbruchs in ein Firmengebäude in Sülzbach. Unbekannte hebelten zwischen Sonntag und Montag nicht nur eine Eingangstüre, sondern auch mehrere Zimmertüren und Schränke auf. Neben Werkzeugen wurde auch eine geringe Menge Bargeld aus dem Anwesen In den Mühlwiesen entwendet. Hinweise nimmt der Polizeiposten Obersulm unter der Telefonnummer 07130 7077 entgegen."
22.10.2014,Bad Rappenau,Bonfeld,Buchäckerring,Firmengebäude,,,"Ein im Bad Rappenau-Bonfelder Buchäckerring stehender Bürocontainer war in der Nacht zum Mittwoch das Ziel eines bislang unbekannten Täters. Der Einbrecher hebelte die Tür des Containers auf und konnte so in das Innere des Raumes gelangen. Dem Unbekannten fielen hier mehrere Werkzeuge und ein Paar Arbeitsschuhe in die Hände. Der Wert des Diebesgutes ist bislang noch nicht bekannt. Der angerichtete Sachschaden dürfte bei rund 300 Euro liegen. Personen, die in der Nacht von Dienstag auf Mittwoch an der dortigen Baustelle verdächtige Beobachtungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07264 9590-0 mit der Polizei Bad Rappenau in Verbindung zu setzen."
22.10.2014,Heilbronn,,Sülmerstraße,Einkaufsmöglichkeit,,,"Mit der Bearbeitung eines Einbruchdeliktes ist derzeit die Polizei Heilbronn befasst. Am Mittwoch, vermutlich gegen 02.30 Uhr, hatte ein Unbekannter das Fenster eines Geschäftes in der Heilbronner Sülmerstraße gewaltsam geöffnet und sich so Zugang zu den Räumlichkeiten verschafft. Der Täter durchsuchte dort mehrere Büroräume. Wahrscheinlich wurde nichts gestohlen. Personen, die am frühen Mittwochmorgen im Bereich rund um die Sülmerstraße verdächtige Beobachtungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07131 104-2500 mit der Polizei Heilbronn in Verbindung zu setzen."
22.11.2014,Neckarsulm,Obereisesheim,,,X,,"Unerkannt flüchten konnten Einbrecher Samstagabend gegen 20.00 Uhr. Durch die heimkehrenden Hausbewohner gestört, flüchteten sie vom Hintereingang in den Vorgarten des Nachbargrundstücks in unbekannte Richtung. An zwei Fenstern hatten sich die Täter bereits zu schaffen gemacht. Als die Hausbesitzer gerade heimkamen ging das Licht am Hintereingang, durch Bewegungsmelder gesteuert, an. Trotz sofortiger Nachschau, konnten die Täter ungesehen flüchten."
22.11.2014,Talheim,,Frankenstraße,,,,"Noch Unbekannte begaben sich am Samstag, in der Zeit zwischen 16:15 und 18:20 Uhr, zu einem Wohnhaus in der Talheimer Frankenstraße. Dort hebelten sie ein Fenster an der Gebäuderückseite auf und gelangten so ins Haus. Hier durchsuchten sie nahezu alle Zimmer und Behältnisse. Mit mehreren Schmuckstücken, einer Krügerrand-Münze und Bargeld im Gesamtwert von einigen tausend Euro verschwanden sie wieder. Die Kripo sucht Zeugen, die im Tatzeitraum in der Frankenstraße oder näheren Umgebung verdächtige Wahrnehmungen gemacht haben. Wurden Personen oder Fahrzeuge gesehen, die dort offensichtlich nicht hingehörten? Sind möglicherweise auch im Bereich anderer Wohnhäuser verdächtige Personen oder Fahrzeuge aufgefallen? Hinweise bitte an die Kriminalpolizei Heilbronn bitte unter Telefon 07131 104-4444."
22.11.2014,Heilbronn,Horkheim,Pappelweg,,,,"Im Laufe des Samstags wurde ein Wohnhaus im Pappelweg von unbekannten Einbrechern aufgesucht. Der oder die Täter überstiegen eine Hecke und einen Zaun des Grundstücks und hebelten auf der Gebäuderückseite die Terrassentüre gewalt-sam auf. Im Haus wurden sämtliche Räumlichkeiten durchsucht und Behältnisse geöffnet. Die Täter verließen wieder auf dem gleichen Weg den Tatort. Die Wohnungseigentümer, ein älteres Ehepaar , befanden sich zur Tatzeit im Urlaub."
22.11.2014,Bad Friedrichshall,,Königsberger Straße,,,,"Im Laufe des Samstagnachmittag brachen unbekannte Täter in ein Haus in der Königsberger Straße ein. Die Täter wuchteten ein Flurfenster auf und gelangten auf diesem Weg in das Haus. Erbeutet wurde ein Tablet, mehrere Schmucksktücke und ein Schlüsselbund. Die Hausbesitzer kehrten kurz nach Mitternacht heim und bemerkten den Einbruch."
22.11.2014,Bitzfeld,,Friedhofstraße,,,,"Im Zeitraum von Donnerstag bis Samstag, wurde eine Scheune in der Friedhofstraße aufgebrochen. Dem Täter fielen mehrere Marken- Motorsägen , sowie ein Marken-Werkzeugkoffer in die Hände. Der Gesamtwert des Diebesguts beläuft sich auf etwa 4.000,-- EUR. Hinweise werden an das Polizeirevier Öhringen unter Tel.Nr. 07941/9300 erbeten."
22.12.2014,Bad Rappenau,Grombach,,,,,"In der Rathausstraße im Bad Rappenauer Ortsteil Grombach kam es am Montag zwischen 09:00 Uhr und 20:00 Uhr zu einem Einbruch in ein Wohnhaus. Bislang Unbekannte drangen in das Wohnhaus ein, durchwühlten Schränke sowie Schubladen und entwendeten Bargeld. Zeugenhinweise nimmt der Polizeiposten Bad Rappenau unter der Telefonnummer 07264 9590-0 entgegen."
22.12.2014,Öhringen,,Karl-Huber-Straße,,,,"Am Montagnachmittag drangen Unbekannte in ein Wohnhaus in der Karl-Huber-Straße in Öhringen ein. Sie hatten in der Zeit zwischen 16 und 19.20 Uhr an der Nordseite des Gebäudes ein Fenster im Erdgeschoss geöffnet und waren von dort aus in die Innenräume gelangt. Hier durchsuchten sie zahlreiche Räume und Schränke. Den Einbrechern fielen Schmuckstücke und Uhren in Höhe von noch nicht ermitteltem Wert in die Hände. Vermutlich verließen die Täter das Haus über die Eingangstür. Wer im Tatzeitraum etwas Verdächtiges im betreffenden Wohngebiet beobachtet hat, sollte sich bei der Polizei in Öhringen, Telefon 07941 9300, melden."
23.10.2014,Gundelsheim,,Oststraße ,Kindergarten,X,,"Einbrecher statteten in der Nacht zum Donnerstag der Gundelsheimer Horneckschule, der Kindertagesstätte ""Villa Kinderbunt"", dem Kindergarten Theresienstraße und dem Kinderhort der Grundschule in der Oststraße sowie dem Kindergarten Regenbogenland einen ungebetenen Besuch ab.   In den Kinderhort der Grundschule und den Kindergarten Regenbogenland gelangten die Einbrecher nicht, hier blieb es beim Versuch."
23.10.2014,Gundelsheim,,Deutschmeisterstraße 49,Kindergarten,X,,"Einbrecher statteten in der Nacht zum Donnerstag der Gundelsheimer Horneckschule, der Kindertagesstätte ""Villa Kinderbunt"", dem Kindergarten Theresienstraße und dem Kinderhort der Grundschule in der Oststraße sowie dem Kindergarten Regenbogenland einen ungebetenen Besuch ab.   In den Kinderhort der Grundschule und den Kindergarten Regenbogenland gelangten die Einbrecher nicht, hier blieb es beim Versuch."
23.10.2014,Gemmingen,,Bahnhofstraße,Einkaufsmöglichkeit,,,"Ein Einkaufsmarkt in der Gemminger Bahnhofstraße war in der Nacht zum Donnerstag das Ziel eines Unbekannten. Der Täter hatte sich zu dem Gebäude gewaltsam Zutritt verschafft, indem er ein Fenster aufbrach. Aus dem Geschäft ließ der Einbrecher mehrere Taschenlampen, Werkzeuge, Gartenscheren und einige Flaschen Alkohol von noch unbekanntem Wert mitgehen. Der angerichtete Sachschaden dürfte bei rund 500 Euro liegen. Personen, welche in der Tatnacht im Bereich der Bahnhofstraße verdächtige Wahrnehmungen machen konnten werden gebeten, sich unter der Tel.Nr.: 07262 6095-0 mit der Polizei Eppingen in Verbindung zu setzen."
23.10.2014,Gundelsheim,,Oststraße 20,Schule,,,"Einbrecher statteten in der Nacht zum Donnerstag der Gundelsheimer Horneckschule, der Kindertagesstätte ""Villa Kinderbunt"", dem Kindergarten Theresienstraße und dem Kinderhort der Grundschule in der Oststraße sowie dem Kindergarten Regenbogenland einen ungebetenen Besuch ab. In die Horneckschule gelangten die Langfinger durch ein Fenster, das sie zuvor aufgewuchtet hatten. Im Gebäude wurden mehrere Türen aufgebrochen und Schränke durchwühlt. Ein kleiner Tresor wurde aus der Wand gerissen und mitgenommen. Dieser Tresor wurde im Laufe des Donnerstags aufgehebelt und natürlich entleert auf einem Acker in der Nähe der Gundelsheimer Schleuse von einem Spaziergänger gefunden. In ihm befanden sich diverse Papiere und etwas Bargeld."
23.10.2014,Gundelsheim,,Klosterstraße 30,Kindergarten,,,"Einbrecher statteten in der Nacht zum Donnerstag der Gundelsheimer Horneckschule, der Kindertagesstätte ""Villa Kinderbunt"", dem Kindergarten Theresienstraße und dem Kinderhort der Grundschule in der Oststraße sowie dem Kindergarten Regenbogenland einen ungebetenen Besuch ab. In der Villa Kinderbunt gelangten die Diebe ebenfalls, nachdem ein Fenster aufgewuchtet worden war. Hier fanden die Unbekannten allerdings offensichtlich nichts Stehlenswertes."
23.10.2014,Gundelsheim,,Theresienstraße 11,Kindergarten,,,"Einbrecher statteten in der Nacht zum Donnerstag der Gundelsheimer Horneckschule, der Kindertagesstätte ""Villa Kinderbunt"", dem Kindergarten Theresienstraße und dem Kinderhort der Grundschule in der Oststraße sowie dem Kindergarten Regenbogenland einen ungebetenen Besuch ab.  Im Kindergarten Theresienstraße brachen die Täter nicht nur ein Fenster, sondern auch die Wertfächer der Erzieherinnen auf. Auch hier wurde nur Schaden angerichtet und nichts gestohlen."
23.11.2014,Bad Friedrichshall,,Schultheiß-Seeber-Straße,Einkaufsmöglichkeit,X,,"Ohne Erfolg blieb der Versuch von einem oder mehreren Tätern im Zeitraum zwischen Samstagnachmittag und Montagmorgen in eine Getränkehandlung in Bad Friedrichshall in der Schultheiß-Seeber-Straße einzubrechen. Offensichtlich wurde versucht, die Eingangstür gewaltsam zu öffnen. Es gelang dem oder den Tätern jedoch nicht in den Innenraum zu gelangen. An der Glastür entstand dennoch ein Schaden in Höhe von 1.000 Euro. Hinweise nimmt der Polizeiposten Bad Friedrichshall unter Telefon 07136-98030 entgegen."
23.11.2014,Lehrensteinsfeld,,Beethovenstraße,,X,,"Glück im Unglück hatte eine Familie aus Lehrensteinsfeld. Am Morgen des vergangenen Sonntags versuchten unbekannte Täter in das Haus in der Beethovenstraße einzudringen. Zunächst bemerkte das Ehepaar, dass sich die Terrassentür nicht mehr einwandfrei öffnen ließ. Bei genauerer Betrachtung konnten Hebelspuren an der Tür erkannt werden. Ohne Erfolg blieb auch der Versuch der dreisten Einbrecher ein Fenster aufzubrechen, weshalb ein Eindringen in das Haus scheiterte. Es entstand dennoch ein Schaden von rund 2.000 Euro. Sachdienliche Hinweise nimmt das Polizeirevier Weinsberg unter Telefon 07134-9920 entgegen."
23.11.2014,Leingarten,,Dieselstraße,Einkaufsmöglichkeit,,,"Zigarettenstangen im Wert von mehreren Tausend Euro erbeuteten unbekannte Täter in der Zeit zwischen Samstag und Montag früh in Leingarten in der Dieselstraße aus einem Supermarkt. Unklar ist bislang, wie der oder die Täter in den Verkaufsraum gelangten. Hinweise nimmt das Polizeirevier in Lauffen unter Telefon 07133-2090 entgegen."
23.11.2014,Schwaigern,Massenbach,Mühlweg 22,Jugendhaus,,,"In das Jugendhaus von Schwaigern-Massenbach brachen Unbekannte am Sonntag ein. Die Täter stiegen in der Zeit zwischen 5 und 15 Uhr durch das Toilettenfenster in das Gebäude ein. In einer Geldkassette fanden sie etwas Bargeld, das sie mitgehen ließen. Die Polizei schließt nicht aus, dass die Täter vorher Gast im Jugendhaus ""Bauhof"" waren und sich das Fenster in Vorbereitung für diesen Einbruch öffneten."
24.10.2014,Öhringen,,Haagweg 11,Einkaufsmöglichkeit,,,"Soeben seien zwei Männer aus dem Haupteingang des Kauflands in der Öhringer Haaggasse gekommen, meldete ein Zeuge der Polizei in der Nacht zum Freitag, um 01.40 Uhr. Einer von ihnen habe einen Gegenstand in der Hand gehabt. Die Beamten stellten dann fest, dass sich die Einbrecher gewaltsam Zugang in das Gebäude verschafft hatten. Sie brachen dort die Tür zum Kassenraum und zum Tresorraum auf. Am Tresor endete jedoch ihre Kunst, der Geldschrank ist zu massiv. Ob sie dann etwas anderes stahlen, ist bislang unklar. Die Polizei hofft, dass einem Zeitungsanlieferer oder -austräger oder jemandem, der bereits auf dem Weg zur Arbeit war, die beiden Unbekannten aufgefallen sind. Hinweise gehen an das Revier in Öhringen, Telefon 07941 9300."
24.11.2014,Heilbronn,Neckargartach,Paul-Weitbrecht-Straße,,,,"Eine nicht genau bekannte Summe Bargeld, Schmuck sowie Herrenarmbanduhren erbeuteten Einbrecher am vergangenen Montagnachmittag in Neckargartach im Bereich der Paul-Weitbrecht-Straße. Die bislang unbekannten Täter gelangten über die Terrassentür in das Einfamiliehaus. Zeugen werden gebeten sachdienliche Hinweise an das Polizeirevier Heilbronn-Böckingen unter Telefon 07131-204060 weiterzugeben."
24.11.2014,Nordheim,,In der Schafhohle,Firmengebäude,,,"Zwei Laptops, zwei PCs sowie ein Beamer wurden in der Zeit zwischen Samstag und Montag früh aus einem Firmengebäude in Nordheim in der Schafhohle von Einbrechern entwendet. Die Diebe verschafften sich über ein Fenster Zugang zum Gebäude und wurden dort in diversen Räumlichkeiten fündig, ehe sie unbemerkt fliehen konnten. Die Höhe des entstandenen Schadens ist bislang noch unbekannt. Zeugen, die im genannten Zeitraum verdächtige Personen oder Fahrzeuge beobachtet haben werden gebeten, sich mit dem Polizeirevier Lauffen unter Telefon 07133-2090 in Verbindung zu setzen."
24.11.2014,Mulfingen,Simprechtshausen,Im Sommerrain,,,,"Am Montag verschafften sich Unbekannte gewaltsam Zugang zu einem Einfamilienhaus in der Straße Im Sommerrain in Mulfingen-Simprechtshausen. In der Zeit zwischen 6.30 Uhr und 17 Uhr versuchten sie zunächst über ein Fenster der Gebäuderückseite einzusteigen. Dies hielt jedoch den Aufbruchsbemühungen der Täter stand. Schließlich gelangten sie über eine Nebeneingangstür in das Gebäude, die sie zuvor aufgebrochen hatten. In den Räumlichkeiten durchsuchten sie diverse Schränke und Kommoden und fanden Schmuckstücke und Bargeld. Der Sach- und Diebstahlschaden muss noch ermittelt werden. Wer im Tatzeitraum in dem Neubaugebiet verdächtige Wahrnehmungen gemacht hat, sollte sich bei der Polizei in Krautheim, Telefon 06294 234, oder der Kriminalpolizei Künzelsau, Telefon 07940 9400, melden."
24.12.2014,Heilbronn,Kirchhausen,Eberbacher Weg,,X,,"Wohl knapp einem Einbruch entging ein Hausbesitzer im Eberbacher Weg. Gegen 04.20 Uhr am Mittwoch, dem 24.12.2014, beobachtete er eine schwarzgekleidete Person, die aus seinem Grundstück rannte. Bei einer Nachschau an der Haustüre stellte der Geschädigte fest, dass der Versuch unternommen wurde, bei ihm einzubrechen. Sachdienliche Hinweise erbittet das Polizeirevier Heilbronn-Böckingen, Telefon 07131/204060, entgegen."
24.12.2014,Heilbronn,Horkheim ,,Firmengebäude,,,"Auf mehrere tausend Euro beläuft sich der Schaden, den ein unbekannter Täter bei einem Einbruch in einer Horkheimer Firma verursachte. Vermutlich mittels eines Trennschleifers durchtrennte er zunächst eine Metallstange vor einem Fenster, schlug anschließend die Glasscheibe ein und gelangte so in das Firmeninnere. Dort entwendete er fünf Sätze Winterreifen mit Alufelgen und transportierte diese, vermutlich mit einem Fahrzeug, vom Tatort. Sachdienliche Hinweise nimmt das Polizeirevier Heilbronn, Telefon 07131/104-2500, entgegen."
24.12.2014,Niedernhall,,Hauptstraße,Gaststätte,,,"Ein bislang unbekannter Täter brach in der Nacht vom Dienstag, dem 23.12.2014, auf Mittwoch, dem 24.12.2014, an einem Imbiss in der Hauptstraße die Eingangstüre auf und gelangte so in den Schankraum. Dort wurden zwei Geldspielautomaten aufgebrochen und das darin befindliche Bargeld in noch unbekannter Höhe entwendet. Sachdienliche Hinweise nimmt das Polizeirevier Künzelsau, Telefon 07940/9400, entgegen."
25.10.2014,Heilbronn,,Im Breitenloch,Firmengebäude,X,,"Zu einem versuchten Einbruch kam es in der Zeit zwischen Freitag, 24.10., 14:50 Uhr und Samstag, 25.10., 11:50 Uhr. Ein unbekannter Täter versuchte, in ein Firmengebäude Im Breitenloch einzudringen. Hierzu wollte er zunächst ein Fenster aufhebeln. Da ihm dies nicht gelang, versuchte er einer Terrassentür sein Glück. Doch auch hier konnte er trotz Einsatz einer Eisenstange sowie einer Holzlatte nicht ins Gebäudeinnere gelangen. Da er vermutlich bei der Tatausführung gestört wurde, suchte er ohne Beute das Weite. Hinweise nimmt Polizeirevier Heilbronn unter der Telefonnummer 07131 104-2500 entgegen."
25.10.2014,Kirchardt,,,,,,Ein Diebstahlschaden von 700 Euro entstand bei einem Wohnungseinbruch in den Abendstunden des Samstag. Unbekannte Täter hebelten ein Fenster an einem Einfamilienhaus in Kirchardt auf und durchsuchten mehrere Räume. Sie nahmen mehrere Schmuckgegenstände und einen Geldbeutel mit Bargeld an sich. Hinweise nimmt das Polizeirevier in Eppingen unter der Telefonnummer 07262 6095-0 entgegen.
25.10.2014,Untergruppenbach,,Im Kirchgrund,,,,"Untergruppenbach - Wohnungseinbruch Im Zeitraum vom 13.10. - 25.10.2014 hebelten unbekannte Täter ein Fenster eines unbewohnten Hauses im Kirchgrund in Untergruppenbach auf und stiegen in das Gebäude ein. Die Täter verließen die Wohnung ohne Beute, da der Bewohner bereits verstorben war und die Erben die Wertgegenstände ausgeräumt hatten. Hinweise nimmt das Polizeirevier Weinsberg unter der Telefonnummer 07134 992-0 entgegen."
25.10.2014,Heilbronn,Sontheim,Sontheimer Landwehr,,,,"Unbekannte Täter nutzten die Abwesenheit der Bewohner einer Doppelhaushälfte in der Sontheimer Landwehr in Heilbronn aus. In den späten Abendstunden des Samstag brachen die Täter die Terrassentüre auf und gelangten so ins Innere. Die Täter hatten es offensichtlich auf Schmuck und Bargeld abgesehen. Es gelang ihnen, Schmuck im Wert von ca. 28.000 Euro und Bargeld in Höhe von ca. 4.000 Euro an sich zu nehmen. Der entstandene Sachschaden wird auf ca. 500 Euro geschätzt. Hinweise nimmt das Polizeirevier Heilbronn unter der Telefonnummer 07131 104-2500 entgegen."
25.11.2014,Heilbronn,,Gustav-Lohmiller-Straße,,,,"Auf ein Wohnhaus in der Heilbronner Gustav-Lohmiller-Straße hatte es ein bislang Unbekannter am Dienstag, in der Zeit von 13.30 Uhr bis 18.00 Uhr abgesehen. Der Täter brach dort ein Fenster auf und konnte so in das Innere des Gebäudes gelangen. Hier durchsuchte der Einbrecher sämtliche Räume. Nach dem bisherigen Stand der Ermittlungen wurden mehrere Schmuckstücke von noch unbekanntem Wert gestohlen. Der angerichtete Sachschaden beträgt mehrere hundert Euro. Zeugen oder Personen, die sachdienliche Hinweise geben können, werden gebeten, sich unter der Tel.Nr.: 07131 31388 mit der Polizei Heilbronn-Böckingen in Verbindung zu setzen."
25.11.2014,Heilbronn,,Will-Schaber Straße,,,,"Auch ein Wohnhaus in der Will-Schaber Straße blieb nicht unbehelligt. Am Dienstag, in der Zeit von 13.30 Uhr bis 18.00 Uhr verschaffte sich ein Einbrecher gewaltsam Zutritt zu dem Gebäude. Hier fielen dem Täter mehrere Sammlermünzen von noch unbekanntem Wert in die Hände. Am Dienstagmorgen wurde in unmittelbarer Nähe zum Tatort ein dunkler Kleinwagen beobachtet, welcher mehrmals langsam entlang der Straße fuhr. Ob diese Wahrnehmung mit den Einbrüchen in einem Zusammenhang steht, ist derzeit noch nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen."
25.11.2014,Gemmingen,,Wannenweg,,,,"Auf ein Wohnhaus im Gemminger Wannenweg hatte es ein bislang Unbekannter am Dienstag, in der Zeit von 11.00 Uhr bis 18.30 Uhr abgesehen. Der Täter hebelte eine Tür auf und konnte so in das Innere des Gebäude gelangen. Dort durchsuchte der Einbrecher mehrere Behältnisse. Nach dem bisherigen Stand der Ermittlungen wurden mehrere Schmuckstücke und ein Notebook gestohlen. Die Höhe des angerichteten Sachschaden ist nicht bekannt. Personen, die sachdienliche Hinweise zur Tat geben können werden gebeten, sich unter der Tel.Nr.: 07262 6095-0 mit der Polizei Eppingen in Verbindung zu setzen."
25.12.2014,Heilbronn,,Rauchstraße,,X,,"In der Zeit von Heilig Abend, 17 Uhr, bis zum 1. Weihnachtsfeiertag, gegen 12.15 Uhr, versuchte ein Unbekannter in Heilbronn in der Rauchstraße in ein Wohnhaus einzubrechen. Der Unbekannte hatte versucht, Fenster aufzubrechen und warf auch die Scheibe einer Türe ein. Anschließend ließ der Einbrecher von seinem Vorhaben hab und flüchtete. Hinweise an das Polizeirevier Heilbronn, Tel. 07131 1042500"
25.12.2014,Heilbronn,,Käferflugstraße,,,,"In der Zeit von Heilig Abend, 16 Uhr, bis zum 1. Weihnachtsfeiertag, 11 Uhr, brachen Unbekannte in Heilbronn in der Käferflugstraße in ein Wohnhaus ein. Nachdem sie eine Scheibe eingeschlagen hatten, gelangten sie in das Haus und durchsuchten dieses. Sie stahlen Elektronikgeräte, unter anderem ein Fernsehgerät, im Wert von mehreren Tausend Euro. Hinweise an das Polizeirevier Heilbronn, Tel. 07131 1042500"
25.12.2014,Heilbronn,Böckingen,Georg-Vogel-Straße ,Firmengebäude,,,"In der Zeit von Heilig Abend in den Abendstunden bis zum Morgen des 1. Weihnachtsfeiertages, brachen Unbekannte in die Räumlichkeiten eines Verkehrsbetriebes in der Georg-Vogel-Straße in Heilbronn-Böckingen ein. Sie drangen in mehrere Büroräume ein und durchwühlten diese. Es wurden Bargeld und Dokumente gestohlen. Hinweise an das Polizeirevier Heilbronn-Böckingen, Tel. 07131 204060"
25.12.2014,Obersulm ,Willsbach,Im Kirchacker,,,,"Ein Unbekannter brach im Laufe des 1. Weihnachtsfeiertages in ein Wohn- und Geschäftshaus in Obersulm-Willsbach, ""Im Kirchacker"", ein. Nach dem Aufbrechen einer Türe gelangte er in das Haus und durchsuchte dort mehrere Räume. Es stahl Bargeld und hinterließ einen Schaden von ca. 3 000 Euro."
25.12.2014,Billigheim,,Gottfried-Keller-Straße,Vereinsheim,,,"Von Heilig Abend, 14 Uhr, bis zum 1. Weihnachtsfeiertag, 16 Uhr, wurde in das Sportheim Katzental eingebrochen. Die Täter schlugen ein Fenster ein und konnten so in das Sportheim gelangen. Dort traten die Einbrecher Türen ein und durchsuchten die Räume. Es wurde Bargeld gestohlen. Hinweise an das Polizeirevier Mosbach, Tel. 06261 8090"
26.10.2014,Leingarten,,Jahnstraße 11,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Kriminalpolizei Heilbronn befasst. Ein bislang Unbekannter hatte sich am Sonntag, in der Zeit von 17.00 Uhr bis 23.40 Uhr, zu einem Wohnhaus in der Badener Straße in Heilbronn gewaltsam Zugang verschafft, indem er eine Fensterscheibe einschlug und so in das Innere des Gebäudes gelangen konnte. Mehrere Räume und Behältnisse wurden durchsucht. Dem Einbrecher fiel dabei eine gewisse Menge Bargeld und Schmuck von noch unbekanntem Wert in die Hände. Über die Höhe des angerichteten Sachschadens liegen noch keine Erkenntnisse vor. Personen, die während der betreffenden Tatzeit rund um die Badener Straße verdächtige Wahrnehmungen machen konnten oder andere sachdienliche Hinweise zu dem oder den Tätern geben können werden gebeten, sich unter der Tel.Nr.: 07131 104-4444 mit der Heilbronner Kriminalpolizei in Verbindung zu setzen."
26.10.2014,Heilbronn,,Badener Straße,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Neckarsulm befasst. Am Sonntag, in der Zeit von 02.15 Uhr bis 10.00 Uhr, hatte sich ein Unbekannter gewaltsam Zugang in eine Gaststätte in der Schulgasse verschafft, indem er ein Fenster einschlug und so in das Innere des Gebäudes gelangen konnte. Hier wurde weitere Türen aufgebrochen und die Zimmer durchsucht. Insgesamt fiel dem Täter bei seinem Beutezug Bargeld im dreistelligen Eurobereich in die Hände. Der angerichtete Sachschaden ist beträchtlich. Dieser dürfte nach ersten Schätzungen bei rund 8.000 bis 10.000 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132 9371-0 entgegen."
